25,0.99979,9.7901e-05,2.3879e-05,169.8,11.084
50,0.99996,1.6661e-05,6.903e-06,171.2,10.641
100,0.99998,1.0506e-05,1.3357e-06,200,20.146
150,0.99999,2.7324e-06,8.2981e-07,200,16.539
200,0.99999,5.3811e-06,1.7053e-06,200,12.546
250,0.99997,1.4011e-05,3.4203e-06,200,12.493
300,0.99997,1.3472e-05,2.2974e-06,198.4,12.538
