25,0.99999,4.537e-06,1.462e-06,200,16.191
50,0.99999,6.1174e-06,1.5023e-06,200,16.87
100,0.99998,9.6327e-06,6.171e-06,160.6,11.551
150,0.99997,1.4599e-05,4.8052e-06,172.6,11.966
200,0.99966,0.00014572,5.8973e-06,167.6,15.661
250,0.99988,5.0741e-05,3.243e-05,165.2,12.496
300,0.99999,3.7991e-06,1.1439e-06,200,15.627
